x,y
320805.4,1486157
320935.3,1486150
321056.4,1486119
321115.6,1486082
321182.2,1486013
321233,1485974
321313,1485941
321357.1,1485894
321407.4,1485836
321466.6,1485790
321543.7,1485789
321585.1,1485840
321570.4,1485942
321559.6,1486069
321627.7,1486205
321682.1,1486274
321813.6,1486324
321982.7,1486366
322136,1486422
322229.2,1486460
322344.6,1486538
322392.9,1486626
322396.7,1486702
322385.2,1486782
322236.4,1486901
322110.4,1487002
322044.1,1487123
321998.6,1487277
321983.3,1487397
321978.7,1487515
322028.4,1487682
322124.5,1487806
322224.5,1487856
322393.6,1487905
322527,1487919
322654.8,1487908
322785.6,1487898
322897.2,1487884
323023.8,1487914
323091.5,1487941
323216.5,1488057
323282.7,1488216
323309.4,1488324
323341.5,1488442
323387.8,1488562
323427.5,1488672
323448.4,1488732
323462.9,1488770
323505.7,1488865
323538.8,1488980
323569,1489100
323599.3,1489258
323609.7,1489354
323622,1489448
323649.6,1489519
323643.7,1489596
323609.5,1489650
323542.6,1489683
323393.3,1489700
323240.4,1489711
323001.4,1489708
322763.2,1489730
322504.5,1489752
322326.8,1489728
322166.4,1489711
322036.5,1489713
321918.4,1489701
321815.1,1489626
321678.2,1489564
321530.8,1489550
321363,1489564
321209.6,1489594
321101.7,1489634
320972.2,1489715
320864.3,1489777
320777.6,1489918
320711.9,1490125
320663,1490275
320575.2,1490442
320478,1490615
320396.7,1490756
320306.6,1490884
320212.2,1491012
320111.1,1491125
319965.9,1491282
319855.2,1491388
319783.2,1491472
319698.3,1491562
319641.3,1491614
319594,1491665
319569.7,1491738
319538.7,1491799
319471.9,1491848
319404.7,1491836
319326.7,1491697
319194.6,1491520
319069.3,1491403
318934.5,1491336
318816.7,1491328
318740.8,1491316
318688.4,1491284
318627.4,1491234
318559.7,1491146
318444.6,1491106
318301.6,1491088
318183.7,1491102
318055.9,1491097
317963.6,1491060
317841.7,1490972
317667.7,1490829
317476.6,1490752
317355.1,1490730
317290.8,1490674
317200.3,1490592
317065.7,1490533
316891.4,1490542
316734.2,1490514
316597.4,1490459
316490.6,1490384
316391.5,1490276
316358.7,1490237
316297.5,1490163
316206.5,1489992
316115.5,1489832
316024.8,1489708
315944.9,1489605
315841.7,1489532
315713.4,1489460
315573.4,1489405
315445.2,1489362
315351.8,1489287
315255.6,1489192
315124,1489098
314992.2,1489005
314870.6,1488946
314785.8,1488908
314758.7,1488896
314637.1,1488847
314508.9,1488790
314362.3,1488745
314272.2,1488711
314188.4,1488626
314076,1488497
313917.5,1488304
313755.9,1488122
313607.6,1487958
313427.5,1487776
313279,1487590
313176,1487426
313078.5,1487236
313009,1487055
312920.3,1486777
312832,1486523
312746,1486311
312647.9,1486083
312550.2,1485862
312426.8,1485605
312319.5,1485404
312193.4,1485172
312075.7,1484923
311958.1,1484688
311876.8,1484517
311752.6,1484287
311649.4,1484085
311528.8,1483869
311399.6,1483671
311234.5,1483475
311050.9,1483236
310915.5,1483081
310734.3,1482886
310556.2,1482675
310386.2,1482486
310263.6,1482329
310095.4,1482136
309905.6,1481922
309692.6,1481696
309435.3,1481461
309222.9,1481269
309056.3,1481154
308885.2,1481038
308722.1,1480922
308539,1480797
308289,1480669
308122.8,1480598
307940.2,1480528
307757.7,1480430
307596.8,1480334
307484.8,1480284
307302.2,1480204
307106.4,1480098
307010.9,1480054
306869.4,1479983
306767,1479918
306632.3,1479862
306533.6,1479812
306431.5,1479794
306303.8,1479786
306175.8,1479785
306060.8,1479767
305981.8,1479793
305890.1,1479820
305788.5,1479837
305670.3,1479841
305589.9,1479830
305538.8,1479792
305500.8,1479761
305490.4,1479700
305495.4,1479601
305528.8,1479452
305428.8,1479088
305336.2,1478747
305235.8,1478335
305195.1,1478078
305139.2,1477844
305127.8,1477774
,
366872.1,1492694
366893.4,1492618
366937.3,1492528
366965.2,1492499
367032.1,1492460
367120.8,1492459
367194.8,1492486
367252.4,1492525
367291.6,1492601
367314.6,1492657
367356.2,1492737
367404,1492788
367494,1492825
367589.2,1492796
367693.5,1492689
367771.8,1492514
367799.1,1492357
367810.5,1492236
367813.2,1492106
367821.1,1491966
367797.9,1491871
367761.8,1491779
367697.2,1491678
367636.2,1491564
367590,1491430
367553.7,1491307
367539.3,1491269
367512,1491202
367457.4,1491127
367328.9,1491000
367187.9,1490894
367066.2,1490821
366952.9,1490696
366878.5,1490503
366797.1,1490255
366737.3,1489994
366607.3,1489764
366455.6,1489514
366319.9,1489217
366324.9,1489134
366361.9,1488959
366388.8,1488720
366424.5,1488509
366439,1488338
366405.5,1488175
366321.2,1487970
366225.2,1487840
366108.8,1487733
365945.5,1487547
365832.1,1487348
365747.5,1487146
365646.4,1486819
365599.6,1486593
365589.7,1486536
365569.9,1486460
365556.4,1486390
365510.2,1486237
365503.4,1486178
365483.7,1486108
365470.3,1486064
365453.8,1486029
365419.2,1485988
365377.7,1485956
365379.8,1485936
365398.6,1485817
365426.2,1485691
365475.3,1485526
365519.1,1485394
365575.7,1485267
365688.4,1485056
365753.8,1484944
365829,1484823
365876.4,1484768
365943.2,1484707
365987.4,1484659
366024.8,1484570
366011.5,1484528
365976.7,1484477
365896.3,1484457
365740.5,1484458
365612.9,1484466
365517.5,1484466
365393,1484445
365274.5,1484382
365172.2,1484304
365095.2,1484228
365029.5,1484125
364978.1,1484007
364938.2,1483839
364894.9,1483604
364976.8,1483523
365078,1483399
365151.1,1483290
365283.8,1483216
365494,1483210
365755.2,1483258
365943.8,1483336
366049.3,1483412
366136.2,1483474
366244.8,1483534
366346.7,1483559
366512.6,1483582
366599.2,1483582
366697.7,1483577
366751.7,1483573
366831.9,1483573
366897.9,1483566
366974.7,1483549
367053.7,1483523
367140,1483472
367307.4,1483373
367463,1483315
367631.7,1483264
367835.2,1483233
368028.5,1483154
368162.5,1483093
368323.4,1483030
368444.2,1482902
368538.9,1482783
368627.1,1482668
368718.7,1482534
368716.8,1482425
368706.5,1482315
368652.1,1482229
368584.6,1482156
368497.7,1482074
368439.9,1482027
368315,1481927
368216.1,1481861
368064.9,1481757
367943.4,1481679
367782.6,1481569
367626.2,1481463
367507.5,1481356
367353.2,1481227
367218.4,1481120
366884.4,1480850
366714.8,1480712
366545.2,1480592
366506.2,1480558
366415.8,1480475
366300.6,1480369
366137.3,1480227
365973.2,1480105
365933.2,1480071
365823,1479980
365624.1,1479803
365453.3,1479668
365309.8,1479567
365204.5,1479508
365155.7,1479480
364953.3,1479278
364731.4,1479099
364555.2,1478948
364379.1,1478832
364288.9,1478766
364083.4,1478616
363920.4,1478497
363741,1478348
363662.4,1478279
363640.9,1478260
363570,1478176
363471.3,1478113
363193.1,1477928
363076.7,1477836
362961.4,1477755
362823.5,1477693
362642.2,1477647
362473.1,1477595
362293.9,1477530
362123.7,1477480
361919.8,1477390
361765.6,1477322
361584.3,1477244
361410.7,1477179
361251.1,1477113
361075.3,1477024
360976.5,1476970
360879.6,1476901
360767.8,1476852
360668.9,1476794
360604.8,1476770
360572.3,1476745
360527.5,1476708
360402.5,1476597
360274.3,1476487
360146,1476438
360005.1,1476440
359949,1476465
359872.6,1476535
359800.2,1476591
359726.8,1476620
359647.8,1476649
359542.9,1476675
359444.4,1476706
359351.6,1476767
359295.7,1476830
359197.6,1476930
359109.4,1477036
359034.1,1477145
358970.8,1477260
358994.3,1477374
359056.5,1477489
359119.8,1477545
359236,1477617
359411.8,1477720
359616.2,1477823
359715.9,1477857
359875.1,1477853
360004.9,1477819
360186.4,1477725
360332,1477622
360496,1477509
360616.8,1477419
360699,1477361
360832,1477321
360959.5,1477301
361112.4,1477303
361256.5,1477334
361345.7,1477386
361419.6,1477465
361472.2,1477557
361487.5,1477626
361485.9,1477703
361471.4,1477798
361436,1477894
361380.1,1477958
361306.7,1478022
361224.7,1478087
361116.8,1478145
361008.5,1478198
360834.7,1478266
360692,1478319
360587.2,1478377
360486.1,1478479
360448.6,1478601
360427.5,1478715
360408.7,1478830
360400.6,1478935
360397.7,1479015
360382.8,1479078
360363.7,1479136
360267.1,1479289
360200.6,1479417
360144.9,1479552
360114,1479660
360098.4,1479793
360084.2,1479934
360063.2,1480083
360062.1,1480271
360054.3,1480452
360086.5,1480595
360170,1480651
360265.5,1480654
360393.2,1480601
360453.3,1480547
360572.9,1480428
360670.8,1480300
360765.8,1480210
360864,1480133
360978.4,1480103
361080.3,1480131
361147.7,1480175
361243.8,1480285
361327.8,1480417
361421.4,1480550
361482.8,1480649
361513.3,1480693
361563.5,1480769
361660.7,1480935
361718.7,1481072
361761.6,1481182
361801.2,1481294
361824.7,1481437
361809.1,1481557
361787.9,1481656
361728.9,1481756
361649.5,1481883
361590.4,1482002
361522,1482152
361478.1,1482279
361453.9,1482433
361443,1482579
361466.4,1482696
361498.3,1482823
361531.5,1482947
361551.4,1483042
361549.8,1483118
361527.3,1483186
361489.5,1483237
361404.4,1483292
361367.7,1483312
361350.4,1483321
361271.4,1483353
361160,1483374
361054.1,1483378
360996.4,1483354
360933.5,1483296
360872.6,1483284
360818.8,1483332
360781.2,1483426
360757.2,1483563
360741.5,1483677
360730.4,1483852
360712.9,1484011
360701.7,1484126
360696.4,1484186
360695.4,1484202
360684,1484276
360655.2,1484365
360607.8,1484432
360555,1484480
360453.5,1484544
360352.2,1484580
360240.9,1484617
360139.1,1484634
360030.9,1484635
359912.7,1484620
359781.5,1484599
359660.2,1484591
359555.3,1484621
359463.4,1484647
359365.2,1484724
359290.1,1484852
359208.7,1484983
359174.5,1485082
359137.1,1485182
359092.8,1485242
359029.2,1485274
358947.2,1485291
358848.6,1485283
358778.1,1485268
358717.3,1485246
358626.3,1485233
358608,1485240
358633.5,1485196
358674.7,1485154
358786,1485118
358894,1485085
358979.4,1485052
359068.8,1484994
359090.3,1484946
359134.2,1484844
359206.1,1484739
359269.7,1484661
359361.1,1484578
359522.1,1484455
359649.3,1484387
359772.7,1484364
359916.5,1484324
360002.1,1484359
360076,1484386
360200.8,1484445
360289.7,1484445
360391.3,1484419
360432.3,1484373
360495.8,1484325
360549.6,1484245
360577.5,1484181
360583.2,1484057
360571.8,1483942
360558.2,1483799
360524.7,1483667
360530.8,1483564
360539.1,1483482
360617.5,1483334
360667.8,1483236
360702.2,1483197
360788.3,1483114
360860.8,1483074
360924.8,1483077
360992.1,1483115
361074.3,1483145
361202.2,1483141
361284.1,1483099
361328.3,1483070
361382.4,1483009
361388.6,1482952
361378.3,1482859
361342.1,1482752
361321.9,1482651
361290.1,1482574
361238,1482510
361190.1,1482476
361160.7,1482432
361150.6,1482388
361150.3,1482324
361153.2,1482286
361174.7,1482210
361274.1,1481945
361361.7,1481759
361399.3,1481676
361469,1481548
361476.9,1481402
361453.5,1481282
361410.8,1481164
361361.9,1480973
361309.4,1480850
361235,1480724
361170.6,1480597
361118.2,1480528
361054.1,1480455
360961.6,1480421
360856.8,1480438
360765,1480483
360660.3,1480561
360600,1480612
360536.4,1480660
360441.2,1480709
360318.1,1480752
360203.3,1480762
360069.2,1480770
359950.5,1480675
359872.8,1480524
359862.6,1480412
359871.8,1480333
359886.6,1480263
359872.6,1480110
359839.7,1479993
359816.1,1479841
359827.6,1479742
359846.4,1479627
359867.8,1479573
359908.6,1479486
359933.2,1479427
359964,1479327
359980,1479279
360033.6,1479174
360095.8,1479046
360129.8,1478963
360173.9,1478870
360208.1,1478804
360221,1478749
360229.2,1478673
360248.2,1478593
360279,1478500
360313.4,1478430
360370.6,1478359
360436.3,1478308
360493.6,1478267
360572.1,1478208
360686.7,1478146
360737.6,1478137
360835.9,1478076
360958.9,1478010
361073.5,1477958
361133.9,1477907
361177.9,1477843
361202.6,1477782
361215.3,1477741
361195.7,1477697
361163.1,1477649
361087.1,1477614
361006.8,1477606
360934.2,1477623
360806.7,1477659
360708.3,1477688
360575.4,1477770
360457.4,1477812
360362.7,1477874
360270.6,1477909
360175.6,1477954
360070.7,1477990
359956.2,1478029
359841.5,1478053
359730.1,1478074
359641.2,1478088
359529.7,1478085
359411.5,1478070
359316.2,1478058
359255.3,1478031
359227.2,1478017
359197.9,1478002
359158.7,1477977
359110.8,1477930
359043.3,1477867
358989,1477816
358949.8,1477776
358898.4,1477688
358878.6,1477640
358833.4,1477529
358791,1477440
358741.3,1477272
358730.9,1477164
358740.4,1477098
358761.4,1476979
358811.8,1476893
358874.2,1476803
358947.4,1476723
359007.8,1476665
359079.9,1476573
359155.1,1476438
359208.4,1476316
359229.6,1476196
359236.8,1476147
,
434667.4,1475637
434709.6,1475641
434919.8,1475679
435248.2,1475741
435627.2,1475820
435893.8,1475890
436092,1475941
436568.9,1476080
436897.4,1476191
437180.2,1476308
437441.5,1476406
438005.1,1476622
438272.9,1476738
438788.8,1476964
439285.2,1477214
439515.3,1477392
439645.5,1477477
439874.2,1477624
440176.9,1477830
440508.6,1478077
440625.9,1478189
440893.9,1478405
441081.5,1478532
441256,1478677
441769,1478962
441948,1479150
442144.4,1479347
442320.2,1479483
442475.2,1479611
442781.2,1479865
443011.1,1480102
443164.2,1480264
443329.1,1480432
443498.4,1480576
443717.3,1480785
443845.5,1480890
443886.7,1480956
444147.3,1480852
444491.6,1480756
445026.2,1480656
445429.8,1480557
445885.6,1480503
446321.8,1480445
446769.9,1480428
447337.4,1480483
447881.1,1480558
447937.5,1480572
,
412791.9,1476108
412791,1476228
413040,1476129
413320,1476021
413536.5,1475957
413761.5,1475887
413940,1475832
414141.4,1475781
414321.9,1475729
414426.9,1475710
414500.6,1475698
414764.6,1475668
415079.8,1475626
415220.4,1475590
415401.1,1475552
415611.2,1475539
415888.5,1475525
416188.4,1475529
416480.8,1475538
416659.5,1475549
416961.7,1475555
417340.9,1475589
417459,1475614
417470.8,1475615
417840.4,1475655
418016,1475680
418229.3,1475715
418382.1,1475723
418496.8,1475733
418999.6,1475802
419196.8,1475818
419436.2,1475855
419732,1475912
420015.8,1475962
420356.1,1476035
420668.2,1476085
421047.5,1476160
421174.3,1476186
421413.7,1476236
421693.4,1476322
422180.9,1476429
422401,1476482
422658.9,1476542
422907.1,1476630
423439.3,1476823
423700.8,1476937
423929.5,1477070
424105.2,1477150
424296.1,1477238
424435.8,1477289
424608.2,1477343
424719.8,1477384
425142.7,1477516
425230.3,1477527
,
425230.3,1477527
425242.3,1477529
425362.5,1477529
425474,1477506
425585.3,1477445
425655.6,1477375
425802.4,1477241
425967.7,1477117
426282.1,1476872
426609.8,1476684
426992.7,1476511
427313.9,1476364
427682.7,1476195
427998.5,1476048
428306.8,1475944
428381.7,1475922
428682.5,1475838
428918.2,1475764
429252.8,1475688
429270.1,1475684
429749.5,1475570
430032.2,1475537
430258.3,1475517
430939.3,1475440
431242.6,1475426
431580.4,1475408
431904.2,1475420
432025.5,1475425
432442.6,1475441
432916.9,1475468
433356.8,1475516
433742.2,1475550
434325.1,1475600
434667.4,1475637
,
462844.2,1475026
463047.8,1475042
463652.1,1475159
464052.9,1475235
464400.6,1475295
464821,1475413
465118.9,1475515
465292.2,1475604
465542.6,1475705
465700.8,1475757
465767.9,1475776
465946.6,1475838
466102.7,1475877
466307.4,1475922
466537,1475996
466656.2,1476042
466892.4,1476120
467051.6,1476168
467372.5,1476330
467538.2,1476361
467787.3,1476418
467996.3,1476485
468161,1476538
468481.6,1476690
468794.8,1476827
469121.9,1477005
469496.9,1477182
469803.4,1477312
469993.1,1477428
470534.8,1477743
470675.8,1477868
470942.2,1478028
471117.8,1478134
471355,1478274
471441.8,1478330
471564.2,1478406
471727.8,1478528
471884.9,1478612
472096.2,1478772
472269.6,1478932
472434.2,1479060
472652.2,1479227
472915.5,1479418
473147.4,1479674
473240.5,1479803
473449.8,1479982
473655.6,1480147
473967.8,1480466
474199.7,1480733
474649.5,1481164
475022.4,1481752
475378,1482288
475555.9,1482570
475647,1482725
475921.1,1483090
476022,1483267
476115.3,1483381
476206.2,1483583
476255.1,1483688
476294.2,1483768
476421.1,1484036
476512.2,1484178
476560.9,1484305
476641.2,1484461
476665.1,1484508
476772.3,1484732
476864.7,1485061
476963.4,1485353
477044.8,1485566
477198.9,1485932
477311.8,1486411
477371.6,1486684
477460.6,1486978
477520.5,1487197
477600.8,1487604
477611.9,1487794
477652,1487969
477690.1,1488222
477718.4,1488524
477754.6,1488941
477787.3,1489364
477802.9,1489694
477768.5,1490076
477807.6,1490439
477783.2,1490858
477726.4,1491485
477671.7,1492103
477681.8,1492526
477643.3,1493060
477650.1,1493470
477545.7,1494120
477528.5,1494343
477493.1,1494636
477462.9,1494763
477407.9,1495037
477405,1495342
477390,1495473
477379.2,1495670
477624.8,1495684
477778.6,1495720
478071.8,1495781
478260.2,1495833
478614.1,1495950
478933.4,1496000
479275.3,1496127
479534.1,1496207
479850.1,1496277
479959.5,1496337
480108.8,1496418
480285.2,1496514
480473.7,1496621
480704.2,1496732
480908.8,1496806
480932.7,1496823
481110.1,1496948
481360.2,1497081
481378.5,1497091
481618.9,1497219
481877.5,1497396
,
447937.5,1480572
448084.8,1480608
448276.6,1480653
448492.7,1480466
448584.6,1480388
448842.9,1480189
449106.7,1479963
449124,1479948
449152.1,1479924
449422.5,1479718
449658.1,1479533
449951,1479281
450281.9,1479056
450597.7,1478823
450963.2,1478537
451269.2,1478333
451711.5,1478037
452018.8,1477825
452071.8,1477789
452419.1,1477594
452489.3,1477553
452765,1477394
453166.4,1477165
453810.1,1476865
454300.2,1476614
454854.3,1476349
455313.1,1476150
456023.2,1475939
456631.4,1475719
457141.3,1475554
457448.7,1475477
457487.7,1475467
458061.3,1475347
458840.9,1475235
459488.2,1475088
460210.4,1475024
460653.3,1475011
461303,1474988
461675.6,1474985
462022.2,1474991
462401.1,1474997
462655.7,1475010
462844.2,1475026
,
328135.6,1474516
328155.4,1474547
328239.2,1474631
328323.1,1474682
328438.2,1474722
328556.1,1474727
328789.1,1474715
328874.8,1474710
328932.2,1474736
328945.8,1474793
328937.6,1474876
328925,1474939
328918.8,1475012
328920.2,1475083
328930.8,1475185
328966.2,1475310
329018.8,1475402
329057.5,1475495
329074.1,1475580
329046.6,1475666
329012.1,1475717
328984.3,1475763
328968.4,1475823
328968.7,1475867
328991.8,1475921
329018.3,1475990
329038.2,1476061
329015.8,1476116
328961.6,1476116
328895.5,1476116
328828.3,1476101
328757.8,1476067
328693.4,1476042
328629.4,1476008
328555.3,1475936
328474.6,1475867
328365.9,1475788
328260.4,1475723
328173.3,1475666
328099.7,1475641
328023.9,1475652
327938.2,1475672
327874.5,1475695
327837,1475730
327801.6,1475798
327780.3,1475864
327780.8,1475944
327807.7,1476058
327820.8,1476122
327870.2,1476195
327914.8,1476239
328000.7,1476276
328081.1,1476301
328135.2,1476309
328208.9,1476324
328281.6,1476346
328340.3,1476358
328381.8,1476390
328385.4,1476447
328379,1476485
328364.2,1476536
328351.4,1476568
328338.6,1476609
328336.6,1476644
328347,1476707
328360,1476753
328378.8,1476778
328424.5,1476822
328434.5,1476859
328424.9,1476898
328396.8,1476914
328354.6,1476917
328316.7,1476914
328275.5,1476899
328223.3,1476862
328138,1476912
328157.8,1476942
328184,1476970
328209,1476999
328244.9,1477036
328283.1,1477068
328347,1477061
328417.2,1477054
328468,1477031
328515.6,1477015
328556.6,1476979
328587.7,1476954
328610.2,1476918
328628.3,1476852
328627.9,1476791
328627.6,1476743
328623.1,1476731
328607.8,1476682
328578.2,1476648
328543.3,1476608
328507.1,1476518
328487,1476452
328463.6,1476344
328431.7,1476281
328395.8,1476246
328338.3,1476227
328293.7,1476222
328226.4,1476194
328152.8,1476160
328095.1,1476141
328031.2,1476120
327963.8,1476086
327944.7,1475990
327942.9,1475891
327977.3,1475833
328031.3,1475823
328092.2,1475829
328165.8,1475858
328226.8,1475882
328290.9,1475929
328383.4,1475991
328473.8,1476070
328564.2,1476143
328707.7,1476217
328810.8,1476251
328909.4,1476262
329045.9,1476255
329109.5,1476219
329137.3,1476155
329156.3,1476085
329171,1476005
329190.2,1475948
329188.5,1475881
329191.3,1475792
329210.5,1475734
329244.9,1475706
329286.1,1475696
329305.9,1475746
329323.1,1475874
329329.9,1475952
329346.9,1476060
329376.9,1476191
329435.3,1476321
329497.5,1476418
329545.8,1476475
329575.1,1476516
329600.3,1476563
329623.4,1476611
329636.7,1476661
329650.2,1476722
329670.6,1476875
329687.6,1476985
329691.5,1477104
329696.4,1477214
329690.8,1477316
329682.7,1477418
329655.3,1477523
329617.7,1477610
329554.6,1477715
329485.8,1477805
329400.8,1477902
329337.4,1477976
329265.6,1478078
329192.4,1478184
329130.2,1478261
329069.9,1478351
329004.8,1478466
328957.7,1478555
328910.5,1478642
328860.2,1478738
328807.9,1478850
328767.4,1478946
328698.8,1479064
328632.3,1479154
328553.8,1479269
328513.1,1479352
328449.9,1479446
328374.9,1479577
328306.7,1479749
328266.7,1479918
328255.5,1480046
328218.4,1480148
328219,1480240
328178.2,1480317
328137.2,1480352
328086.5,1480375
328048.6,1480379
327991.2,1480357
327934.4,1480308
327930.6,1480371
327934.1,1480402
327919.3,1480482
327882.2,1480603
327864.3,1480673
327832.4,1480772
327786.4,1480878
327705,1481006
327625.6,1481144
327598.3,1481274
327590.2,1481366
327587.3,1481436
327572.9,1481519
327522.8,1481628
327444.1,1481708
327359.5,1481834
327306.2,1481975
327272.5,1482117
327242,1482265
327193.3,1482418
327149.4,1482533
327040,1482683
326891.8,1482892
326728.3,1483075
326553.8,1483191
326386.2,1483276
326126.1,1483365
325875.2,1483444
325684.3,1483538
325596,1483635
325504.5,1483738
325384.5,1483758
325329.2,1483730
325274.5,1483657
325267.2,1483559
325263,1483391
325254.4,1483241
325247.1,1483108
325235.3,1482955
325247.4,1482814
325209.9,1482736
325197.9,1482711
325115.2,1482657
325041.4,1482623
324935.8,1482576
324811.1,1482533
324670.1,1482484
324558.3,1482444
324405.1,1482404
324308.9,1482409
324192,1482398
324172,1482347
324183.5,1482286
324230.9,1482238
324316,1482167
324402.3,1482124
324513.6,1482091
324650,1482070
324789.4,1482041
324859.8,1482037
324897.9,1482062
324924.3,1482118
324941,1482179
324954.4,1482249
325031.8,1482321
325159.7,1482329
325241.8,1482309
325318.3,1482273
325313.6,1482191
325265.7,1482130
325262,1482076
325268.2,1482048
325299.6,1482038
325347.1,1482032
325391.6,1482024
325452.1,1481992
325496.2,1481956
325514.5,1481916
325477.7,1481919
325448.3,1481925
325423.4,1481935
325366.1,1481942
325292.4,1481930
325244.6,1481915
325174.2,1481890
325119.9,1481907
325085.7,1481932
325079.6,1482012
325099.7,1482097
325129.2,1482161
325116.4,1482189
325100.4,1482196
325055.9,1482180
325024.2,1482136
325007.6,1482096
325000.6,1482038
324996,1481955
324992.2,1481889
324984.8,1481765
324974.3,1481641
324988.9,1481548
325019.7,1481453
325066.8,1481385
325145.3,1481295
325246.5,1481206
325315.3,1481131
325372.2,1481051
325419.4,1480974
325456.7,1480881
325494,1480796
325554.4,1480715
325623.2,1480667
325693.6,1480660
325724.9,1480665
325773.9,1480681
325808.9,1480722
325861.2,1480803
325957,1480864
326042.8,1480875
326113,1480872
326157.4,1480845
326217.6,1480800
326186.1,1480797
326153.8,1480804
326092.9,1480799
326028.9,1480760
325954.7,1480704
325900.3,1480640
325852.4,1480584
325785,1480541
325714.1,1480478
325631.6,1480479
325520.4,1480521
325466.4,1480554
325416,1480605
325375.1,1480679
325321.8,1480782
325274.5,1480829
325223.6,1480846
325192.1,1480836
325141.2,1480837
325077.4,1480857
325115.4,1480872
325151.3,1480876
325186,1480894
325220.7,1480916
325240.5,1480938
325253.7,1480973
325248.6,1481024
325219.7,1481062
325153.8,1481117
325077.4,1481172
325010.6,1481227
324944.8,1481288
324891.4,1481377
324841.1,1481467
324804.8,1481576
324776.2,1481656
324758.6,1481768
324734.1,1481841
324696.1,1481863
324647.7,1481861
324590,1481833
324555.2,1481799
324518.9,1481738
324485.9,1481650
324434.2,1481545
324386.1,1481457
324337.1,1481396
324278.8,1481293
324255.4,1481191
324271.1,1481118
324308.9,1481086
324372.7,1481072
324429.9,1481065
324484.1,1481065
324590.3,1481071
324572.7,1481038
324563.1,1481029
324527,1480981
324478.9,1480924
324443.6,1480836
324387.9,1480750
324349.3,1480665
324347.8,1480585
324391.8,1480524
324449.1,1480511
324506.5,1480501
324554.1,1480481
324594.9,1480442
324617.4,1480398
324648.3,1480325
324632.1,1480325
324587.5,1480322
324505.4,1480336
324431.7,1480349
324355.1,1480372
324279.5,1480408
324212.7,1480454
324160.1,1480530
324141.1,1480594
324151.1,1480651
324170.9,1480705
324194,1480766
324191.3,1480839
324128,1480932
324056,1481009
324021.8,1481092
324013.6,1481172
324016.2,1481208
324017.3,1481226
324030.5,1481267
324042.8,1481311
324056.3,1481372
324095.5,1481425
324127.2,1481488
324173.2,1481545
324224.7,1481634
324228.4,1481690
324213.3,1481736
324179.2,1481770
324125.4,1481860
324078.1,1481899
324030.5,1481910
323985.9,1481881
323953.1,1481844
323888.9,1481783
323827.9,1481736
323760.8,1481741
323693.8,1481767
323639.8,1481793
323602.2,1481837
323551.5,1481864
323487.6,1481871
323405.2,1481868
323322.9,1481863
323245.9,1481845
323144,1481846
323162.8,1481871
323198.8,1481910
323249.8,1481940
323333.5,1481984
323461.3,1482011
323547.1,1482000
323655.2,1481996
323747.3,1482023
323812,1482096
323848,1482143
323890.8,1482251
323922.8,1482362
323965.8,1482463
324043.2,1482536
324145.5,1482592
324273.9,1482676
324392.3,1482741
324523.7,1482817
324648.8,1482882
324831.2,1482953
324936.6,1483006
325013.9,1483063
325062.2,1483151
325069,1483227
325057.6,1483291
325033.3,1483368
324983.1,1483495
324921.1,1483623
324840,1483783
324793.3,1483939
324736.3,1484017
324673.6,1484043
324539.5,1484067
324411.7,1484061
324281.5,1484034
324137.6,1484033
323991.6,1484063
323868.6,1484116
323757.4,1484167
323662.4,1484232
323577.8,1484386
323511.6,1484526
323471,1484597
323439.6,1484601
323413.6,1484591
323385.1,1484560
323371.9,1484515
323365.1,1484474
323351.5,1484398
323341.2,1484296
323320.9,1484160
323312.4,1484048
323298.4,1483892
323264.7,1483689
323227.8,1483531
323210.9,1483438
323172.6,1483354
323123.6,1483322
323024.7,1483276
322929.2,1483261
322824.4,1483275
322741.1,1483320
322685.3,1483388
322647.1,1483468
322616.2,1483580
322578.8,1483663
322510,1483740
322433.1,1483747
322366.8,1483710
322314.4,1483622
322300.7,1483532
322287,1483408
,
359236.8,1476147
359240.9,1476116
359240.3,1476008
359223.6,1475887
359187.3,1475786
359149,1475694
359045.1,1475535
358974.2,1475454
358849,1475322
358752.2,1475237
358678.2,1475187
358592.4,1475121
358515.3,1475060
358454.2,1475008
358380.2,1474954
358342.2,1474926
358279.1,1474888
358265,1474879
358168.4,1474835
358050.2,1474792
357957.9,1474758
357868.8,1474730
357750.8,1474702
357626.1,1474691
357549.4,1474708
357521.2,1474727
357423.1,1474824
357375.9,1474888
357277.9,1474994
357199.1,1475067
357114.2,1475157
357028.8,1475241
356971.9,1475295
356873.6,1475376
356826.3,1475421
356705.3,1475482
356613.4,1475528
356487,1475581
356344.1,1475639
356236.2,1475694
356144.3,1475701
356038.4,1475744
355844.6,1475778
355609.7,1475784
355475.2,1475778
355235.8,1475755
354994.1,1475742
354805.2,1475696
354578.8,1475658
354373.6,1475574
354217.2,1475489
354082.4,1475392
353973.6,1475322
353832.7,1475286
353723.9,1475255
353571.2,1475222
353484.3,1475178
353388.7,1475138
353254.2,1475100
353155.5,1475077
353075.4,1475071
352996.1,1475059
352970.2,1475054
352855.2,1475039
352794.6,1475036
352692.5,1475014
352529.9,1474975
352341.2,1474935
352175.4,1474890
351938.7,1474794
351741,1474732
351526.5,1474708
351300.1,1474711
351125.7,1474713
351004.1,1474669
350914.1,1474644
350572.7,1474594
350270.1,1474536
350058.2,1474440
349911.7,1474374
349777.1,1474322
349671.8,1474288
349562.2,1474255
349425.4,1474218
